@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric

@data
248,'2017/06/08 10:58:45:462',3,572.109985,303.772736,44.850132,513.948181,314.028931,62.28569,460.763489,311.620178,65.73381,397.626648,304.127716,63.785629,328.891907,298.574524,57.936279,1
249,'2017/06/08 10:58:45:513',3,575.332886,297.778137,44.414581,523.574036,311.616089,62.118603,471.081787,311.6922,65.790504,406.532104,305.891296,64.246414,335.967133,301.777924,58.748482,1
250,'2017/06/08 10:58:45:562',3,575.430298,287.364746,43.882473,533.666016,306.199158,61.949673,483.160736,310.189789,65.898026,417.28479,308.825409,64.887253,345.101379,308.493347,59.846172,1
251,'2017/06/08 10:58:45:611',3,569.402222,277.994812,44.0541,535.123108,299.500366,62.279907,486.768311,306.446289,66.355957,421.262634,309.321869,65.61837,348.584442,312.895386,60.81319,1
252,'2017/06/08 10:58:45:663',3,561.522095,268.323059,44.745731,533.152588,294.034424,62.987984,487.50943,304.216492,67.043167,423.569305,311.357788,66.37822,352.171661,319.261261,61.630222,1
253,'2017/06/08 10:58:45:712',3,550.194702,261.805054,45.320354,526.054626,289.358948,63.652641,482.502075,301.585693,67.692001,420.596893,311.795837,67.019745,351.844238,323.548828,62.253029,1
254,'2017/06/08 10:58:45:761',3,536.244507,257.525482,45.836525,514.037231,283.666321,64.273499,471.862915,297.057007,68.328621,413.392853,310.401794,67.590042,348.558563,325.740173,62.804131,1
255,'2017/06/08 10:58:45:813',3,528.236145,256.39743,46.327881,500.653015,278.737671,64.807404,457.967529,292.214417,68.779312,401.637756,306.401611,67.878433,340.124512,323.412842,62.963078,1
256,'2017/06/08 10:58:45:861',3,523.390503,258.287048,47.00584,488.664185,275.311829,65.215057,443.988586,288.354004,69.090637,388.910675,302.046143,67.998184,329.822784,319.562195,62.939495,1
257,'2017/06/08 10:58:45:912',3,522.775146,265.39624,47.899593,476.254303,274.807953,65.498123,427.116821,285.923584,69.132309,372.022064,297.600586,67.669037,314.512695,314.883514,62.300888,1
258,'2017/06/08 10:58:45:961',3,523.887573,274.446747,48.825691,465.718079,277.113525,65.870407,412.735107,285.650146,69.167007,357.716125,295.449707,67.310257,301.515289,312.38385,61.650078,1
259,'2017/06/08 10:58:46:012',3,524.732178,283.649231,50.144188,456.843384,281.760986,66.552773,400.311584,287.361725,69.416298,345.712708,294.989319,67.113525,290.580017,310.96698,61.104485,1
260,'2017/06/08 10:58:46:061',3,525.593872,292.737427,51.878632,447.674957,285.199585,67.451187,388.083069,287.010468,69.718269,333.761749,291.798523,66.851852,278.894562,306.514221,60.346573,1
261,'2017/06/08 10:58:46:112',3,527.574829,301.714355,52.965466,443.770111,287.221863,67.657135,382.892242,286.054138,69.479362,329.00705,288.577789,66.189056,273.784882,302.356598,59.292648,1
262,'2017/06/08 10:58:46:161',3,528.640259,310.652527,53.686714,439.756042,288.139587,67.358604,378.463989,282.603821,68.56398,326.032074,281.92392,64.720932,271.346375,293.501984,57.316257,1
263,'2017/06/08 10:58:46:214',3,532.845337,319.884766,53.251518,444.833954,292.664276,66.646072,384.042023,283.691498,67.662506,332.482849,280.002625,63.585613,276.904236,288.523254,55.829769,1
264,'2017/06/08 10:58:46:262',3,538.46106,327.646545,52.513748,451.013885,297.919037,65.964821,391.34137,286.242798,66.922424,340.501709,279.809418,62.667332,284.004517,285.77951,54.698849,1
265,'2017/06/08 10:58:46:311',3,546.017029,332.668335,51.187832,459.299591,304.261536,65.285675,400.724915,292.011841,66.532043,348.605377,283.457825,62.356056,290.292786,287.687622,54.437958,1
266,'2017/06/08 10:58:46:362',3,551.908447,335.031433,50.134602,466.188873,310.267517,64.930748,407.770294,298.532684,66.519943,354.257538,289.091309,62.57814,294.482452,291.736816,54.760475,1
267,'2017/06/08 10:58:46:413',3,557.326233,337.079651,49.430218,471.245636,316.184204,64.966415,412.72995,305.312439,66.84137,357.855225,295.486511,63.130573,296.892029,297.056366,55.467632,1
268,'2017/06/08 10:58:46:462',3,560.85498,333.704529,48.734505,472.94986,319.390198,65.013031,414.184814,309.415161,67.11335,358.337463,299.479187,63.59914,297.156708,299.871124,56.089638,1
269,'2017/06/08 10:58:46:511',3,559.74823,326.047211,47.943668,473.404816,320.211884,64.920158,414.48999,311.89447,67.375473,357.2034,301.93042,64.216866,295.263489,300.522278,56.967426,1
270,'2017/06/08 10:58:46:562',3,557.017883,315.545013,47.604664,473.56665,312.391968,64.750534,414.850128,304.981689,67.296471,356.4711,296.482849,64.229378,294.71106,295.743225,57.197617,1
271,'2017/06/08 10:58:46:612',3,555.683594,304.274475,47.55257,473.971832,302.007813,64.799393,415.202728,295.85614,67.365738,355.491486,289.502014,64.318581,293.649719,290.519165,57.389923,1
272,'2017/06/08 10:58:46:662',3,551.933228,289.081665,46.987011,475.540283,292.319427,64.395073,416.68866,289.141937,67.161224,355.227295,285.177063,64.327301,292.684143,288.115967,57.603668,1
273,'2017/06/08 10:58:46:711',3,548.656311,278.062378,47.038036,475.411743,282.908539,64.422371,416.644836,281.80191,67.234657,354.390198,279.612671,64.450256,292.106476,284.416504,57.818111,1
274,'2017/06/08 10:58:46:762',3,547.638184,270.218048,47.751167,473.324493,274.927246,65.099709,414.285797,275.952789,67.813805,351.324829,275.894318,64.888878,290.116089,281.884277,58.183796,1
275,'2017/06/08 10:58:46:813',3,548.730286,268.981537,48.213821,472.961487,271.204346,65.515129,413.423737,273.312012,68.164948,349.791992,274.472229,65.114578,288.627197,280.802673,58.315659,1
276,'2017/06/08 10:58:46:862',3,548.390991,274.993988,48.517097,473.858521,267.834686,65.428307,414.781891,270.349823,68.114639,350.742645,272.774902,65.08239,288.885681,279.944336,58.352749,1
277,'2017/06/08 10:58:46:914',3,549.285156,282.154938,48.799454,476.786621,265.625671,65.292137,418.113281,266.440094,68.028122,354.207336,267.674805,65.077385,291.302185,274.926941,58.488251,1
278,'2017/06/08 10:58:46:962',3,550.6427,289.716064,48.943295,481.539185,268.643982,65.098488,424.912842,264.203186,67.946022,361.714447,262.527161,65.144218,296.581238,268.954712,58.773579,1
279,'2017/06/08 10:58:47:012',3,551.649719,294.506287,48.964939,483.958405,273.099487,65.034454,428.852509,265.650269,67.952011,366.307861,261.854797,65.222687,299.959625,267.021301,58.905907,1
280,'2017/06/08 10:58:47:061',3,551.023804,298.570068,48.705135,485.169037,278.71521,64.819336,431.425873,269.771637,67.880371,369.012329,264.708923,65.294998,301.20874,268.818604,59.010872,1
281,'2017/06/08 10:58:47:112',3,550.133484,299.03894,48.450806,484.353485,283.096832,64.727783,430.520752,275.613678,67.945435,367.369537,270.888489,65.510735,299.466461,277.238037,59.330856,1
282,'2017/06/08 10:58:47:161',3,548.685242,295.369659,48.303638,480.947784,286.668945,64.823395,426.492767,281.16864,68.069328,362.665771,277.484558,65.647491,295.93689,285.686401,59.403168,1
283,'2017/06/08 10:58:47:212',3,545.560547,290.489624,47.980759,476.478516,288.684265,64.915558,421.798737,284.877625,68.126701,357.503845,282.374817,65.693245,291.460907,291.838745,59.392624,1
284,'2017/06/08 10:58:47:263',3,542.855225,288.2005,47.845844,474.342529,287.74826,64.910576,419.401917,284.856567,68.057068,354.911713,283.051544,65.591934,289.108643,293.295898,59.274452,1
285,'2017/06/08 10:58:47:312',3,538.149902,287.055908,47.810562,468.813354,285.968964,64.806953,413.331665,282.946472,67.813049,349.409332,281.038391,65.214577,284.158875,291.697632,58.835827,1
286,'2017/06/08 10:58:47:361',3,535.249268,287.123871,47.996174,464.023621,284.756195,64.854858,408.067383,281.056061,67.727798,344.833832,278.602295,64.989998,279.830322,289.102386,58.506981,1
287,'2017/06/08 10:58:47:412',3,533.508789,286.246704,47.832943,462.31897,283.734192,64.695175,406.300018,279.560608,67.533333,343.367554,276.843262,64.768044,278.175598,287.213196,58.286556,1
288,'2017/06/08 10:58:47:461',3,533.423645,285.719635,47.886162,462.168091,283.516602,64.722839,406.214844,279.172668,67.542068,343.549316,275.900085,64.765938,278.337769,285.937622,58.270672,1
289,'2017/06/08 10:58:47:512',3,535.191895,285.57196,48.002991,463.975922,283.61853,64.81749,408.205353,279.496338,67.627541,345.900391,275.691467,64.864548,280.433289,285.233765,58.359283,1
290,'2017/06/08 10:58:47:561',3,538.083923,285.514282,47.983681,466.954529,284.198944,64.840721,411.297516,280.368835,67.65683,349.527893,276.340576,64.916595,283.762024,285.476135,58.424782,1
291,'2017/06/08 10:58:47:613',3,540.190186,285.314697,47.900581,469.411774,284.791718,64.802406,413.727844,281.348541,67.639687,352.423279,277.717255,64.938347,286.537964,286.782532,58.482445,1
292,'2017/06/08 11:24:48:920',4,562.027405,25.217682,36.60194,539.974854,29.089172,56.944561,523.138977,18.058197,60.93869,462.446777,39.568024,57.870827,402.637268,27.698792,55.829662,1
293,'2017/06/08 11:24:48:970',4,562.490173,23.642792,36.283257,541.00592,27.88559,56.82193,523.76825,17.668243,60.854557,463.626221,38.818268,57.841469,403.630737,28.008301,55.762764,1
294,'2017/06/08 11:24:49:021',4,561.70343,25.357117,36.316826,540.805603,28.237701,56.701996,522.31073,18.358276,60.851753,463.67337,38.510559,57.804577,403.669769,28.476563,55.655422,1
295,'2017/06/08 11:24:49:071',4,561.119568,26.608398,36.374779,540.5495,28.830719,56.59137,521.73999,19.582672,60.777931,463.827698,38.531403,57.732777,403.827545,28.682526,55.557503,1
296,'2017/06/08 11:24:49:121',4,560.869385,27.839447,36.491215,539.756836,29.236511,56.656601,521.021484,20.032867,60.838669,464.161163,36.791962,57.929192,404.107971,27.302185,55.690399,1
297,'2017/06/08 11:24:49:173',4,560.649414,29.049591,36.619579,538.0896,30.63092,56.741608,520.126404,20.824738,60.92683,464.188507,35.783264,58.050522,404.455383,25.925568,55.8134,1
298,'2017/06/08 11:24:49:222',4,561.084717,28.983032,36.563164,537.71698,31.848602,56.770908,520.050293,21.662018,60.989803,464.268158,36.22641,58.048416,404.806122,25.66861,55.868031,1
299,'2017/06/08 11:24:49:271',4,561.55542,28.593445,36.540619,538.44989,31.222565,56.810913,520.342651,21.240997,61.039944,464.47937,35.949249,58.022411,405.334167,25.425415,55.868027,1
300,'2017/06/08 11:24:49:322',4,562.846741,28.634674,36.719933,538.271484,31.819214,56.989925,519.814575,21.786713,61.227627,463.899994,36.052521,58.096771,405.5289,25.439514,55.862038,1
301,'2017/06/08 11:24:49:370',4,563.03418,28.876282,36.78566,538.873047,31.407227,57.055656,519.714294,21.523621,61.315639,462.932343,35.786133,58.144409,405.341431,26.023895,55.7934,1
302,'2017/06/08 11:24:49:420',4,562.368835,29.088135,36.871223,539.047119,31.03299,56.95499,520.133057,19.814636,61.238995,462.741974,35.627625,58.013649,405.46109,26.577393,55.580734,1
303,'2017/06/08 11:24:49:471',4,561.830139,28.134125,36.829636,538.762756,30.657959,56.828327,519.568359,19.041351,61.15287,463.538025,35.61203,57.834133,406.319641,26.388336,55.438896,1
304,'2017/06/08 11:24:49:521',4,561.58197,29.320129,36.869019,538.747925,30.646545,56.801201,519.485168,19.02066,61.110233,465.060242,34.022125,57.911213,407.023987,25.813477,55.442272,1
305,'2017/06/08 11:24:49:571',4,562.250366,30.21933,36.830017,539.027527,30.41452,56.764412,519.445923,19.343018,61.073547,466.358704,32.607361,57.956409,407.782776,24.670959,55.459011,1
306,'2017/06/08 11:24:49:621',4,563.608826,32.469849,37.23391,539.98407,28.955505,56.860157,520.312439,18.017944,61.101254,468.477203,31.883423,57.827316,408.238007,24.862427,55.283165,1
307,'2017/06/08 11:24:49:671',4,565.18396,30.850952,36.996899,541.396851,28.190033,56.835251,521.657959,17.433868,61.081375,470.342285,32.051147,57.777519,408.742615,23.804321,55.429016,1
308,'2017/06/08 11:24:49:722',4,565.739868,30.267792,36.863075,541.894531,28.213135,56.826118,522.429321,17.305786,61.066139,471.241943,32.202332,57.753586,409.00592,23.467255,55.499321,1
309,'2017/06/08 11:24:49:771',4,564.586853,30.479309,36.534908,542.835693,27.625977,56.606251,523.618164,16.910858,60.853279,470.894714,33.726624,57.497704,408.407928,24.754852,55.31554,1
310,'2017/06/08 11:24:49:821',4,564.390869,28.731079,36.097786,546.999023,24.728149,56.418751,528.252991,13.879517,60.663624,472.926941,33.025421,57.537056,409.384552,24.508179,55.458824,1
311,'2017/06/08 11:24:49:871',4,565.278564,30.487915,36.100368,551.060486,23.746552,56.513454,533.340576,12.599487,60.75145,475.113068,34.342377,57.719524,410.1745,26.169983,55.742222,1
312,'2017/06/08 11:24:49:922',4,566.300842,31.304169,36.002026,553.642334,22.788055,56.45887,534.854492,11.1828,60.785622,477.316223,34.057922,57.744537,410.911621,26.565643,55.856392,1
313,'2017/06/08 11:24:49:971',4,565.909912,32.862396,36.027771,554.841614,22.239624,56.407551,536.422729,10.405365,60.731251,476.598175,33.299622,57.769844,410.783264,26.250702,55.894051,1
314,'2017/06/08 11:24:55:672',5,537.148438,445.118469,39.447495,508.935303,457.725311,58.758133,478.384644,454.589783,62.595665,438.983459,457.702148,61.808777,381.823029,457.071991,58.764992,0
315,'2017/06/08 11:24:55:723',5,537.641479,444.699829,39.454838,509.20636,457.567932,58.791119,479.138977,454.507629,62.59996,439.040619,457.038544,61.881645,382.173737,456.529083,58.823647,0
316,'2017/06/08 11:24:55:772',5,538.283875,444.139618,39.464817,509.988983,457.055511,58.874775,480.181976,453.183441,62.713623,439.678101,456.556763,62.020298,383.13092,455.842255,58.98954,0
317,'2017/06/08 11:24:55:822',5,538.705505,443.934326,39.480392,510.377502,457.068115,58.907104,481.191406,453.508606,62.71067,439.969849,456.312744,62.088043,383.655304,455.850372,59.057171,0
318,'2017/06/08 11:24:55:872',5,538.998169,443.946808,39.476753,510.483612,457.215698,58.894531,481.488007,454.021576,62.679531,440.007843,456.397644,62.08403,383.82077,456.143585,59.048744,0
319,'2017/06/08 11:24:55:921',5,539.16748,444.029663,39.428352,510.460358,457.31369,58.857109,481.324951,454.403076,62.638794,440.052795,456.610565,62.032394,383.803131,456.505524,59.00071,0
320,'2017/06/08 11:24:55:972',5,539.29895,444.241852,39.37785,510.251495,457.534424,58.806793,480.803406,455.266693,62.574989,439.911499,456.968353,61.954082,383.615417,457.041168,58.920242,0
321,'2017/06/08 11:24:56:022',5,539.292297,444.215637,39.388695,509.608093,457.543945,58.849342,479.648438,455.150787,62.632397,438.990112,457.153992,61.980087,382.834564,457.001984,58.938313,0
322,'2017/06/08 11:24:56:072',5,536.898743,443.666199,39.831139,504.016968,456.618774,59.211227,473.282898,453.40155,62.956047,432.449951,455.678711,62.226234,376.99765,455.306213,59.051056,0
323,'2017/06/08 11:24:56:122',5,533.348694,442.778381,40.303757,497.054565,455.008423,59.606033,465.235718,450.399384,63.321712,424.263611,454.109619,62.463531,369.580933,452.832947,59.167534,0
324,'2017/06/08 11:24:56:173',5,529.715454,441.856812,40.893906,489.246155,454.971436,60.020393,455.081909,452.51413,63.632309,415.677155,453.975952,62.664051,361.399231,452.531952,59.220596,0
325,'2017/06/08 11:24:56:222',5,527.233765,441.471558,41.347118,481.833557,455.782104,60.357513,445.901276,453.544617,63.916046,407.784271,454.122528,62.797127,354.056946,452.57486,59.190536,0
326,'2017/06/08 11:24:56:272',5,525.477356,441.669617,41.680668,477.487244,456.119385,60.549526,440.360016,453.71994,64.094284,402.971405,454.170685,62.876881,349.736572,452.696838,59.162666,0
327,'2017/06/08 11:24:56:323',5,524.679993,441.817261,41.821468,475.345184,456.380493,60.632069,437.52417,453.827026,64.177162,400.43335,454.094971,62.91819,347.551636,452.840515,59.135208,0
328,'2017/06/08 11:24:56:372',5,524.16571,442.102356,41.887817,473.984558,456.786072,60.662575,435.722931,454.133087,64.207809,398.956635,454.198669,62.919518,346.118652,453.1427,59.098732,0
329,'2017/06/08 11:24:56:422',5,524.123718,442.681519,41.90192,473.460297,457.370605,60.646072,434.988861,454.623901,64.190109,398.430817,454.487061,62.887856,345.463928,453.604004,59.054665,0
330,'2017/06/08 11:24:56:472',5,524.390015,443.696777,41.860394,473.584259,458.177856,60.596104,435.013092,455.315308,64.144966,398.707703,455.021851,62.831764,345.410858,454.38031,59.013008,0
331,'2017/06/08 11:24:56:522',5,524.828491,445.001678,41.815849,474.237,458.85614,60.50927,435.583862,455.931335,64.051247,399.618225,455.483826,62.726681,345.861023,454.915192,58.936577,0
332,'2017/06/08 11:24:56:572',5,524.853333,445.474854,41.81094,474.44986,459.089539,60.466793,435.774902,455.981049,64.007339,400.078735,455.853302,62.653694,345.924164,455.255402,58.89291,0
333,'2017/06/08 11:24:56:621',5,524.977661,445.676147,41.780102,474.81665,459.132385,60.43927,436.055969,455.771881,63.986229,400.44696,455.850006,62.616581,346.116119,455.463043,58.867943,0
334,'2017/06/08 11:24:56:671',5,525.711792,446.321045,41.696121,476.829163,459.212402,60.381386,438.019714,456.056427,63.915108,402.134979,455.648804,62.58852,347.669952,455.372192,58.875015,0
335,'2017/06/08 11:24:56:722',5,527.684448,447.026001,41.485031,480.064117,459.752228,60.283474,441.084381,456.722321,63.824936,404.900787,455.700378,62.554199,350.516815,455.662781,58.876137,0
336,'2017/06/08 11:24:56:773',5,529.474609,447.541321,41.348881,483.105804,460.691742,60.169857,444.047974,458.160339,63.720901,407.597656,456.403168,62.519783,353.190277,456.335999,58.886829,0
337,'2017/06/08 11:24:56:822',5,531.808228,447.814331,41.210804,486.616699,462.01767,60.024677,447.272125,460.046967,63.598557,410.75354,457.705109,62.455074,356.176819,457.330139,58.879692,0
338,'2017/06/08 11:24:56:872',5,534.650513,448.821075,40.953285,492.248474,461.331726,60.110302,452.249908,460.647156,63.687943,416.843567,456.298828,62.721794,361.679382,452.285583,59.425484,0
339,'2017/06/08 11:24:56:924',5,535.369019,448.202118,40.985676,492.471252,463.279053,60.121326,452.463898,462.6073,63.717693,417.585907,456.440887,62.858654,363.572815,454.783356,59.561764,0
340,'2017/06/08 11:24:56:972',5,536.223022,447.813354,40.995049,491.970795,463.77179,60.15229,451.976379,463.424744,63.705296,416.687408,457.85022,62.838562,363.375031,457.114899,59.497719,0
341,'2017/06/08 11:24:57:022',5,536.542725,447.825928,41.022533,491.373566,464.520782,60.123627,451.389404,464.115723,63.65984,415.639069,459.151245,62.789219,362.839233,458.403839,59.418755,0
342,'2017/06/08 11:24:57:073',5,536.770325,448.804474,41.096085,490.575409,466.27597,60.140915,450.737091,465.943634,63.640903,414.509338,460.706177,62.796432,362.047913,460.436005,59.389091,0
343,'2017/06/08 11:24:57:122',5,537.143005,449.970245,41.086391,490.231354,467.661011,60.125168,450.351807,467.273987,63.605209,413.855835,462.465607,62.746193,361.745117,462.479279,59.309902,0
344,'2017/06/08 11:24:57:172',5,537.985107,450.756622,41.075485,490.5271,468.63797,60.17284,450.704834,467.761566,63.658062,413.678406,462.801636,62.80547,361.816956,463.80481,59.336681,0
345,'2017/06/08 11:24:57:222',5,538.42688,451.084717,41.057343,490.799194,469.26709,60.167267,451.151123,468.30545,63.64418,413.580383,462.972565,62.829109,361.953217,464.368561,59.346897,0
346,'2017/06/08 11:24:57:272',5,539.082275,451.116272,41.023453,491.20813,469.787842,60.15226,451.733429,468.967712,63.608555,413.463287,462.999207,62.853371,362.172913,464.721649,59.35323,0
347,'2017/06/08 11:24:57:322',5,539.618225,451.181366,40.96315,491.67514,469.981018,60.143162,452.27832,469.425598,63.579449,413.362579,463.02948,62.882027,362.443115,464.821533,59.380119,0
348,'2017/06/08 11:24:57:372',5,538.438354,452.053986,40.953423,492.158295,469.253479,60.085838,452.712677,468.222107,63.562614,413.460907,462.610931,62.844719,362.761017,464.518799,59.391708,0
349,'2017/06/08 11:24:57:423',5,537.930725,452.013458,41.115948,492.426575,469.328064,60.024506,452.809357,467.895721,63.532768,413.450134,463.206329,62.795704,363.015167,464.688538,59.356129,0
350,'2017/06/08 11:24:57:472',5,537.880127,451.949097,41.221115,492.519104,469.649109,59.977684,453.018799,468.157898,63.487026,413.412598,462.953552,62.78894,363.236176,464.814758,59.343262,0
351,'2017/06/08 11:24:57:522',5,535.073425,453.346497,41.107731,492.480286,467.807709,59.791595,453.229431,465.985504,63.314651,413.45929,461.646088,62.610588,363.774872,464.343262,59.254261,0
352,'2017/06/08 11:24:57:572',5,532.412048,455.82019,41.014915,491.656403,467.310699,59.599133,452.475708,465.564697,63.096233,413.2034,462.158997,62.379848,363.496124,464.039185,59.123821,0
353,'2017/06/08 11:24:57:622',5,532.375,456.000336,41.050835,491.304382,467.678711,59.576199,451.900146,466.056335,63.048908,413.214569,463.912079,62.310032,363.575104,464.48584,59.069103,0
354,'2017/06/08 11:24:57:672',5,531.570129,456.456512,41.093807,491.012482,468.20105,59.535431,451.500916,467.154388,62.991051,413.131134,465.322021,62.282459,363.964935,465.422882,59.075874,0
355,'2017/06/08 11:24:57:722',5,530.694946,457.022705,41.107014,490.734192,468.40329,59.476963,451.146942,467.517242,62.929886,412.990997,465.572815,62.249397,364.26062,465.906525,59.077911,0
356,'2017/06/08 11:24:57:772',5,529.222534,457.608551,41.097622,490.363251,468.205994,59.416859,450.959045,467.020477,62.882778,412.898254,465.037994,62.237503,364.332092,465.223389,59.117386,0
357,'2017/06/08 11:24:57:823',5,528.104492,457.423828,41.132179,489.798737,468.120239,59.426079,450.770447,466.044128,62.897099,412.69693,463.93927,62.262951,364.328308,464.480377,59.164528,0
358,'2017/06/08 11:24:57:874',5,527.472473,456.921875,41.210205,489.748718,467.242188,59.574707,450.973816,464.317352,63.03009,412.877441,462.541748,62.389782,364.931213,463.65387,59.303204,0
359,'2017/06/08 11:24:57:923',5,526.765808,457.047668,40.777412,488.155792,467.347382,59.051414,449.557251,465.169037,62.42754,411.172424,462.935608,61.792389,363.818237,464.376007,58.674915,0
