@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric

@data
690,'2017/06/08 10:54:30:142',9,514.636414,328.668823,42.505302,462.549927,240.277771,44.084637,389.179962,224.406128,41.020172,323.504028,240.371643,38.401428,260.604858,283.567932,33.898964,1
691,'2017/06/08 10:54:30:190',9,532.866455,330.732635,42.856133,481.277649,242.324402,44.410717,407.421661,226.885803,41.615299,341.415955,242.877838,39.249718,277.884644,285.938843,35.061199,1
692,'2017/06/08 10:54:30:242',9,552.798096,330.833496,43.715206,501.237,242.868439,45.420822,426.97229,227.967468,42.992168,360.980133,243.900146,40.881626,297.068817,286.670776,37.039677,1
693,'2017/06/08 10:54:30:292',9,566.501038,328.981506,44.750771,516.293152,241.60614,46.25531,442.530457,226.59964,43.951294,376.625092,242.242615,42.088886,312.192596,283.832306,38.55014,1
694,'2017/06/08 10:54:30:341',9,576.91272,323.549072,45.665718,529.026733,236.231995,46.818054,456.170776,221.09613,44.608971,390.2836,236.247894,42.956223,325.244049,276.877197,39.831921,1
695,'2017/06/08 10:54:30:393',9,587.036743,314.681335,46.566219,540.559265,227.429932,47.354443,468.389252,212.161041,45.200882,402.592224,226.983887,43.775074,336.816101,266.885437,41.016335,1
696,'2017/06/08 10:54:30:441',9,592.247742,306.787109,46.945919,548.673767,219.7453,47.374737,477.160706,203.926575,45.262405,411.06189,218.367767,44.206123,343.95578,257.344269,41.843094,1
697,'2017/06/08 10:54:30:492',9,596.680969,296.234375,47.777115,555.712463,209.790161,47.965317,485.179413,193.140533,45.703445,418.515839,207.182983,44.824829,350.247009,245.657654,42.784836,1
698,'2017/06/08 10:54:30:542',9,597.413757,287.326721,48.104004,559.022461,201.446625,47.921047,488.98584,184.778717,45.738808,422.774811,198.306641,45.024841,354.474365,235.579071,43.265175,1
699,'2017/06/08 10:54:30:591',9,593.953369,276.300232,48.954891,558.328369,191.083252,48.262913,489.407562,174.43988,46.016693,423.080017,187.50592,45.288689,354.423462,224.145447,43.685448,1
700,'2017/06/08 10:54:30:642',9,584.795776,267.741882,50.041916,550.916138,182.648773,49.233173,483.401459,165.414764,46.660557,416.842865,178.349518,45.859535,347.519287,214.705261,44.071049,1
701,'2017/06/08 10:54:30:692',9,570.521118,261.2724,50.672024,537.434692,176.048553,49.201653,471.052979,158.90036,46.269569,404.492584,171.93399,45.39146,335.000977,208.472595,43.670521,1
702,'2017/06/08 10:54:30:741',9,548.55835,256.14798,51.679981,514.495728,170.930298,49.836479,449.463654,154.301086,46.423599,383.911377,167.718903,45.102909,316.018768,204.707794,43.020222,1
703,'2017/06/08 10:54:30:791',9,527.966431,252.845871,52.478867,491.205872,167.943756,50.278202,427.19397,152.053833,46.348583,362.867828,166.267853,44.634846,297.853088,204.075745,42.262177,1
704,'2017/06/08 10:54:30:840',9,506.917725,251.746048,52.704346,469.155365,166.88916,50.175945,405.615906,151.890778,46.074791,342.320862,166.478241,44.05888,279.229767,204.6091,41.415794,1
705,'2017/06/08 10:54:30:892',9,484.942505,252.743225,52.530689,446.710205,167.640533,50.183048,383.800476,152.820435,46.013504,320.750092,167.498016,43.662392,258.908051,205.648987,40.556931,1
706,'2017/06/08 10:54:30:942',9,472.50531,250.6129,52.792633,437.48172,168.374969,50.149544,370.467804,153.686615,46.455933,308.114685,163.625031,43.707664,235.774963,206.197601,41.034515,1
707,'2017/06/08 10:54:30:991',9,456.757019,259.076782,51.758049,417.019928,176.976959,49.047047,350.173462,162.282959,45.209751,287.902039,174.614899,42.417454,218.475159,217.638611,39.634071,1
708,'2017/06/08 10:54:31:041',9,445.227234,268.888519,50.412441,400.527985,185.811676,48.887627,333.389801,170.491669,45.241531,270.960693,184.319336,42.497757,205.233734,226.483215,38.915516,1
709,'2017/06/08 10:54:31:093',9,436.954102,273.562561,49.164318,387.466003,196.073608,48.394875,323.585815,175.745911,43.388313,258.056519,191.641602,40.327011,199.08847,234.474426,36.929008,1
710,'2017/06/08 10:54:31:143',9,427.577942,282.924133,47.914818,375.071411,203.341888,47.673908,310.629578,185.04306,42.998337,246.574615,201.396301,39.991463,189.301331,243.954102,36.056717,1
711,'2017/06/08 10:54:31:190',9,422.890869,293.361053,47.297718,366.952942,211.977814,47.239571,302.303253,194.923553,42.608074,240.075836,211.641205,39.471786,184.263397,254.219696,35.167633,1
712,'2017/06/08 10:54:31:241',9,423.1362,302.142822,45.959827,365.047974,220.564087,46.603546,299.77652,203.385223,42.011703,238.584763,220.07135,38.776081,183.292862,262.841919,34.303207,1
713,'2017/06/08 10:54:31:292',9,424.90686,306.997925,45.149017,364.710327,225.260681,46.1446,299.137604,208.080444,41.511852,238.143463,224.853577,38.238091,182.946487,268.1297,33.746529,1
714,'2017/06/08 10:54:31:342',9,428.431702,311.684265,44.307949,366.348633,229.721252,45.688915,300.020874,212.918182,41.158524,239.146927,230.036804,37.94305,184.111649,273.779907,33.278141,1
715,'2017/06/08 10:54:31:391',9,434.587677,315.948944,43.640068,371.176147,233.844849,44.982681,304.116364,217.668121,40.551025,243.499725,234.967987,37.274284,188.968903,279.12793,32.572029,1
716,'2017/06/08 10:54:31:442',9,443.786499,317.936035,42.831532,379.674194,235.642517,44.266399,311.646912,220.000702,40.058006,251.035721,237.45813,36.807945,196.96405,281.611847,32.052422,1
717,'2017/06/08 10:54:31:492',9,457.997437,318.846344,42.251293,394.72644,236.115814,43.736172,325.734894,220.760834,39.762199,264.715088,238.136749,36.615982,209.957047,282.201691,31.949894,1
718,'2017/06/08 10:54:31:541',9,482.924103,320.219818,41.804634,421.352264,237.312683,43.263229,351.280151,221.935577,39.549961,289.526245,239.339905,36.759014,233.134811,282.996979,32.429825,1
719,'2017/06/08 10:54:31:591',9,509.972443,320.312683,41.370674,450.032501,237.36145,43.113136,378.956329,222.01178,39.832809,316.039001,239.412384,37.459663,257.765808,282.802979,33.475063,1
720,'2017/06/08 10:54:31:641',9,535.436523,318.181946,41.926037,476.130493,236.229889,42.638931,403.839661,221.609375,39.522697,340.582794,239.189423,37.761433,281.338135,282.888245,34.775848,1
721,'2017/06/08 10:54:31:691',9,554.313599,315.782471,42.025967,496.666321,234.778961,43.195408,423.899139,219.41153,40.290367,360.581512,236.579712,38.764526,300.624054,279.403442,35.917873,1
722,'2017/06/08 10:54:31:741',9,567.270996,311.99527,42.443199,511.113434,231.304443,43.748203,438.48407,215.61911,41.00246,375.079285,232.469238,39.661205,314.306274,274.790039,37.034225,1
723,'2017/06/08 10:54:31:792',9,580.347656,305.961182,43.160347,526.888489,225.465057,44.326481,454.766327,209.215027,41.619839,391.309448,225.493591,40.483879,329.306274,267.011017,38.228806,1
724,'2017/06/08 10:54:31:841',9,589.840881,299.344666,43.761822,539.643555,218.507904,44.754082,468.721039,201.391327,42.007179,404.40564,217.311523,41.161224,340.855774,257.840881,39.130051,1
725,'2017/06/08 10:54:31:891',9,595.073853,292.955017,44.00943,546.372192,212.203369,44.730263,476.117035,194.761139,41.88382,411.457764,210.594025,41.216331,347.331757,250.648544,39.378723,1
726,'2017/06/08 10:54:31:942',9,596.125671,288.949493,44.180801,548.397827,208.809631,44.689373,478.774628,191.243896,41.757092,413.885651,206.938599,41.164879,350.078278,246.16185,39.421902,1
727,'2017/06/08 10:54:31:991',9,594.638062,284.359619,44.541298,548.458252,204.327179,44.701763,480.090454,186.991486,41.830292,414.794952,202.131714,41.107491,350.585327,240.705261,39.408031,1
728,'2017/06/08 10:54:32:042',9,592.150635,282.252411,44.830597,546.94519,202.3703,44.871937,478.850586,184.88089,41.876022,413.820496,199.857025,41.121265,349.310608,238.22113,39.391068,1
729,'2017/06/08 10:54:32:092',9,583.08728,278.930664,45.263546,539.769043,199.018402,45.135021,472.551941,181.168304,41.944138,407.48703,195.904846,41.129616,342.446625,233.867767,39.294979,1
730,'2017/06/08 10:54:32:142',9,571.260376,275.547729,45.725658,529.160034,195.765198,45.552086,462.890076,177.543579,42.115349,397.76355,192.123199,41.112228,332.76297,229.852783,39.105209,1
731,'2017/06/08 10:54:32:191',9,563.08136,273.866455,46.017799,520.582825,194.200256,45.52343,454.680847,176.35199,41.887131,389.904541,191.138214,40.782215,325.621246,229.095367,38.758579,1
732,'2017/06/08 10:54:32:242',9,550.328613,270.917664,46.298008,507.511719,191.471436,45.621391,442.302094,173.829834,41.764294,378.155518,188.653717,40.451759,314.699158,226.668854,38.309471,1
733,'2017/06/08 10:54:32:292',9,540.078003,267.568665,46.69236,497.121613,188.044983,45.885704,432.075867,170.832245,41.917923,368.434204,185.813324,40.440903,305.741974,223.882355,38.128654,1
734,'2017/06/08 10:54:32:341',9,528.466675,264.32074,47.222263,486.458282,184.295441,46.168102,421.78653,167.633148,42.137283,358.162048,182.773651,40.522377,296.317596,220.749908,38.022026,1
735,'2017/06/08 10:54:32:391',9,518.717957,262.774658,47.505863,477.804871,182.050446,46.631092,413.397278,165.183624,42.637238,349.899048,180.042755,40.837414,287.596375,217.987396,38.205879,1
736,'2017/06/08 10:54:32:443',9,508.758636,262.686584,48.030373,467.684021,181.618469,46.860329,403.977051,165.217529,42.738541,340.941864,180.172607,40.764992,279.404053,218.238556,38.054234,1
737,'2017/06/08 10:54:32:492',9,498.105469,264.174866,48.48008,456.495483,183.134369,47.235176,394.389862,166.669373,42.808838,331.536377,181.920746,40.645031,271.679413,219.875366,37.61425,1
738,'2017/06/08 10:54:32:542',9,487.350983,266.158356,48.748596,444.510956,185.642487,47.815941,383.858673,168.447662,43.164696,320.985687,183.687164,40.859592,261.495239,221.446838,37.552155,1
739,'2017/06/08 10:54:53:211',10,467.171326,287.412292,45.043861,474.923096,219.747192,47.484795,436.488678,204.674011,46.688629,390.777161,218.440674,45.837692,340.76532,237.526367,40.554783,0.5
740,'2017/06/08 10:54:53:262',10,469.813446,285.537537,44.883232,473.852814,218.355927,47.444481,435.838348,203.108978,46.559189,392.325745,217.501343,45.866566,341.474854,237.156464,40.649582,0.5
741,'2017/06/08 10:54:53:312',10,440.210938,312.425903,44.761097,464.52478,254.542618,52.341942,440.590607,233.688202,51.813023,411.438538,219.623932,46.59235,344.29776,239.18277,40.827477,0.5
742,'2017/06/08 10:54:53:362',10,462.447845,300.188599,44.436272,481.165588,239.059753,49.679958,450.625793,209.26535,47.650761,408.228241,211.485931,44.728333,346.277954,239.049103,40.687569,0.5
743,'2017/06/08 10:54:53:412',10,492.47937,273.793549,42.772133,487.937134,213.48584,44.350269,434.134369,187.694122,42.674187,397.713379,206.754578,43.246262,351.862091,235.853577,40.021248,0.5
744,'2017/06/08 10:54:53:462',10,487.511475,277.838501,43.361397,484.799438,219.70047,45.081783,434.730957,193.03183,43.841824,396.764038,210.720886,43.867767,349.248627,237.307495,40.08176,0.5
745,'2017/06/08 10:54:53:512',10,489.161835,275.032349,42.64566,481.584869,218.349091,43.894386,431.878418,195.111206,43.783875,392.75885,211.638977,43.648132,344.912079,238.871704,40.218979,0.5
746,'2017/06/08 10:54:53:561',10,483.976563,281.416382,42.725876,477.449554,225.387817,44.29039,429.555939,201.636292,44.303028,387.76825,217.479004,43.658264,341.095367,244.98761,40.376549,0.5
747,'2017/06/08 10:54:53:611',10,492.51709,288.871399,42.224358,482.475372,233.102203,44.271759,434.964722,211.006958,44.568668,392.008514,227.522095,44.062782,345.522461,254.485901,40.837875,0.5
748,'2017/06/08 10:54:53:662',10,503.463501,297.890991,41.980873,492.305725,241.815979,44.717892,446.055756,221.205261,45.198772,401.804047,237.894196,44.526165,355.327362,264.052795,41.133743,0.5
749,'2017/06/08 10:54:53:714',10,517.747253,304.497864,41.611774,506.514465,247.789703,44.401699,461.622559,228.237579,44.884956,416.127869,244.795624,44.309036,368.702209,270.753906,41.057777,0.5
750,'2017/06/08 10:54:53:762',10,531.627625,306.806854,41.735641,519.840698,249.520126,44.556828,476.058136,231.402893,45.114952,429.936371,248.220795,44.63002,381.646423,273.387573,41.366062,0.5
751,'2017/06/08 10:54:53:812',10,543.462952,305.849304,42.1586,531.880005,247.992493,44.78904,488.796509,230.976624,45.444847,441.973846,247.193985,45.057602,392.949799,272.313232,41.949245,0.5
752,'2017/06/08 10:54:53:861',10,553.568359,301.239288,43.006229,542.651611,242.988129,45.440006,499.709442,226.78241,46.215904,452.778809,242.734192,45.933834,402.873322,267.424988,42.947727,0.5
753,'2017/06/08 10:54:53:912',10,561.727356,293.770508,44.361511,553.394897,234.875549,46.353073,510.653564,218.575104,47.101406,463.413055,234.204742,46.988518,412.037476,258.276581,44.16468,0.5
754,'2017/06/08 10:54:53:962',10,569.932556,284.60144,45.476406,562.980042,225.15918,46.965126,520.481079,209.132233,47.73423,473.502838,224.972595,47.909748,421.323395,248.613113,45.284119,0.5
755,'2017/06/08 10:54:54:012',10,574.926147,275.916321,46.606682,569.054138,216.316864,47.992882,526.706421,200.7164,48.851631,479.774628,216.410431,49.147053,427.017853,239.649231,46.60849,0.5
756,'2017/06/08 10:54:54:062',10,575.841248,269.433105,47.288639,570.410889,209.303589,48.34948,527.896545,194.351776,49.200432,481.063568,209.863007,49.606941,428.20163,233.274872,47.207882,0.5
757,'2017/06/08 10:54:54:112',10,573.390503,259.217468,48.58831,569.783936,198.721375,49.510998,527.586975,183.728943,50.301353,480.332092,198.629913,50.688557,426.948669,221.853577,48.308002,0.5
758,'2017/06/08 10:54:54:162',10,568.228638,252.265411,49.450294,565.499817,191.143311,50.154377,523.372925,176.175049,50.842659,476.0047,190.794586,51.193848,422.512878,214.013763,48.857826,0.5
759,'2017/06/08 10:54:54:211',10,558.757813,244.117233,50.387604,555.44812,181.991333,50.661453,513.026978,167.494019,51.050228,465.7771,181.989044,51.235416,413.084015,205.944214,48.876053,0.5
760,'2017/06/08 10:54:54:261',10,535.723328,232.398804,52.329323,534.881165,171.932129,52.779522,493.853638,153.50531,52.476448,447.07782,170.032013,52.198837,389.755981,194.763306,49.972359,0.5
761,'2017/06/08 10:54:54:312',10,516.610596,222.325623,53.642441,506.690063,164.148041,53.079613,459.270874,150.447113,52.893631,419.74646,158.532013,51.483429,367.878845,185.468567,50.287384,0.5
762,'2017/06/08 10:54:54:362',10,495.935852,217.628326,53.489525,488.316315,157.876251,51.149845,442.874939,144.48761,50.732925,401.59613,154.868835,49.412064,346.801666,184.665802,48.582306,0.5
763,'2017/06/08 10:54:54:413',10,475.630829,213.215454,52.123634,463.98175,151.824249,49.990513,417.550415,140.662781,50.136696,375.498627,152.919006,49.134605,322.453247,180.810394,47.47377,0.5
764,'2017/06/08 10:54:54:462',10,431.255341,227.315857,53.373905,440.08783,162.668243,50.719276,398.10788,149.690674,49.762863,354.458374,162.25235,48.217781,299.88028,185.280975,44.541153,0.5
765,'2017/06/08 10:54:54:511',10,420.371552,234.894531,52.119976,428.787659,168.676971,49.850834,387.490356,156.177429,48.831902,343.639435,168.557709,47.166176,290.1521,191.896698,43.053638,0.5
766,'2017/06/08 10:54:54:562',10,413.445221,249.715683,49.757069,422.392792,180.442535,49.697891,382.340576,167.980011,48.719078,329.597504,179.060333,45.865341,284.684265,202.277283,41.616467,0.5
767,'2017/06/08 10:54:54:611',10,401.74411,257.961884,50.283161,409.980377,186.490417,50.204185,366.344788,173.32428,48.187038,319.436493,184.156708,45.114281,275.620514,209.617737,40.549755,0.5
768,'2017/06/08 10:54:54:662',10,400.95929,269.251343,49.092411,399.897919,195.852234,49.597408,354.962433,182.465942,47.526276,310.321716,193.225037,44.354729,264.507263,219.545654,39.422058,0.5
769,'2017/06/08 10:54:54:712',10,416.793457,265.382568,46.359253,397.06546,192.823975,46.172527,347.025757,184.259369,45.194363,303.43631,199.988251,43.425495,259.420105,228.760071,39.561592,0.5
770,'2017/06/08 10:54:54:761',10,413.674561,271.921509,44.758785,389.267273,200.280273,45.497101,339.699219,192.595703,44.785656,298.821411,211.406799,43.493286,255.312775,239.688202,39.486458,0.5
771,'2017/06/08 10:54:54:810',10,412.21524,281.080414,43.557671,386.773926,207.932861,43.81142,339.685913,204.237579,43.755817,298.996887,223.242859,42.588478,255.206726,251.353424,38.71032,0.5
772,'2017/06/08 10:54:54:862',10,414.781433,295.671692,42.214874,392.922546,224.699219,44.137119,344.309814,218.449982,43.859726,304.282104,237.654602,42.236694,260.345947,263.598389,37.602127,0.5
773,'2017/06/08 10:54:54:911',10,428.860809,305.965027,41.257317,407.323547,239.965393,43.539608,358.083649,230.974976,43.239769,317.587006,250.218399,41.765732,273.255249,275.496338,37.18985,0.5
774,'2017/06/08 10:54:54:961',10,442.97345,314.415436,40.726349,422.246796,253.856857,43.68705,373.938873,241.904877,43.471767,331.674438,259.429443,41.878147,287.362122,284.055206,37.164639,0.5
775,'2017/06/08 10:54:55:011',10,467.54657,322.223267,40.95689,446.347443,263.987976,43.814362,398.930847,250.949387,43.82077,356.302032,268.733826,42.366623,310.998932,293.39447,37.891464,0.5
776,'2017/06/08 10:54:55:062',10,489.743073,326.467468,41.024628,468.248779,269.110535,43.904266,421.378784,256.519104,44.197807,378.184143,274.168213,42.93631,331.990692,298.861267,38.726879,0.5
777,'2017/06/08 10:54:55:114',10,510.190002,331.622864,41.415642,491.421051,274.617615,44.818188,445.137238,261.651794,45.366589,400.686096,278.093903,43.932045,353.080566,302.528564,39.805115,0.5
778,'2017/06/08 10:54:55:163',10,536.296509,330.348145,41.590996,516.558533,273.375305,44.667637,469.650848,261.183044,45.528641,425.814331,278.958618,44.665066,377.091644,303.484467,41.018776,0.5
779,'2017/06/08 10:54:55:211',10,563.645386,329.934937,41.925362,546.807739,273.621643,45.093273,500.182648,262.21637,46.504128,456.151825,279.159729,46.084557,404.879303,302.622131,42.741657,0.5
780,'2017/06/08 10:54:55:261',10,587.27478,326.840454,42.455936,571.654419,271.032684,45.632175,524.828125,260.716583,47.507381,481.101868,277.50235,47.303642,428.970886,299.710938,44.00555,0.5
781,'2017/06/08 10:54:55:312',10,601.766846,320.103455,43.302269,586.307007,264.53772,46.027107,539.484619,254.448624,47.921883,495.928101,271.359741,48.12516,443.902313,293.372314,44.970085,0.5
782,'2017/06/08 10:54:55:361',10,610.11792,311.914734,44.383469,595.512756,256.637939,46.878132,549.335144,247.055267,48.84956,505.808624,263.47998,49.385742,453.037689,285.117401,46.358536,0.5
783,'2017/06/08 10:54:55:412',10,616.061646,302.96521,45.302738,602.831421,247.671066,47.514107,557.231323,238.664886,49.611214,514.356934,254.120316,50.448132,460.383057,275.529602,47.637058,0.5
784,'2017/06/08 10:54:55:462',10,623.006104,291.599426,45.709248,609.431274,236.101807,47.363544,564.210693,228.008087,49.654648,522.824341,243.238831,50.982418,468.285156,264.594147,48.525959,0.5
785,'2017/06/08 10:54:55:512',10,626.011475,281.879944,46.191925,613.146973,226.209167,47.548214,568.506836,217.83493,49.941463,527.809692,233.187378,51.645344,472.907166,254.730469,49.515892,0.5
786,'2017/06/08 10:54:55:562',10,625.424377,272.65625,46.576744,612.29541,216.887024,47.895729,568.068787,208.641876,50.404579,527.918335,224.095886,52.318714,473.115784,245.764221,50.354755,0.5
787,'2017/06/08 10:54:55:612',10,616.913452,262.717957,47.438423,603.643677,206.766693,48.395851,559.386108,198.202209,50.714996,519.136292,213.226746,52.699787,464.55722,235.009979,50.713501,0.5
788,'2017/06/08 10:54:55:661',10,602.596558,253.684006,48.634041,591.273804,197.4245,49.54884,547.248291,188.088043,51.65308,505.895325,202.17688,53.534687,450.723907,223.828613,51.382656,0.5
789,'2017/06/08 10:54:55:712',10,587.566956,245.163681,49.63895,575.918457,188.70224,49.992222,531.796997,178.660919,51.699211,489.695923,191.052094,53.384262,434.505554,214.31958,51.266617,0.5
790,'2017/06/08 10:54:55:762',10,571.157166,239.571747,50.273918,559.127686,182.581238,50.358616,514.987976,172.123322,51.749275,472.057129,184.734741,53.355774,417.521667,208.769257,51.177895,0.5
791,'2017/06/08 10:54:55:813',10,556.171753,235.482697,50.682663,543.492737,178.100555,50.578674,499.286865,167.068512,51.561813,455.563232,179.960876,52.951534,402.006592,205.085754,50.617157,0.5
792,'2017/06/08 10:54:55:861',10,535.714661,232.815948,51.06979,521.884521,174.961182,50.58102,477.826874,163.8172,51.117199,433.402863,177.626587,52.412327,381.193604,203.322601,49.901199,0.5
793,'2017/06/08 10:54:55:912',10,515.176819,232.912262,50.852177,502.100311,173.325653,50.157188,457.292389,163.208252,50.666927,412.289917,177.25943,51.861393,360.56842,203.402954,49.291824,0.5
794,'2017/06/08 10:54:55:962',10,488.436127,237.282227,51.908886,476.027771,177.906891,51.66465,431.875519,168.173981,51.924496,385.704468,180.622406,52.247604,336.156006,205.40094,48.940453,0.5
795,'2017/06/08 10:54:56:012',10,474.532898,238.450928,51.395943,459.986359,179.177063,51.056831,415.601135,170.358459,51.301163,369.711304,182.964966,51.405315,321.359375,208.635437,48.079754,0.5
796,'2017/06/08 10:54:56:062',10,442.928772,246.033691,53.237099,435.786285,187.487061,51.939537,394.111298,176.808014,51.072727,348.063843,189.005707,50.646992,300.293762,213.25058,46.669357,0.5
797,'2017/06/08 10:54:56:111',10,426.627502,256.944458,52.533077,427.461487,191.668457,50.845146,380.804016,185.240021,50.656506,333.816803,199.369537,50.3349,287.779846,222.315399,45.801708,0.5
798,'2017/06/08 10:54:56:162',10,418.018555,269.313721,51.770565,415.77951,203.600891,51.323299,368.769928,196.341278,50.917698,322.528137,211.766632,50.516018,277.168945,233.589355,45.526775,0.5
799,'2017/06/08 10:54:56:211',10,418.099304,280.565125,50.471043,410.042084,215.522125,51.68314,361.627136,206.243713,51.133587,314.225525,218.308624,49.614326,271.501007,241.219116,44.958458,0.5
800,'2017/06/08 10:54:56:261',10,418.346466,286.951172,48.862125,407.845428,218.41449,50.283241,356.900513,212.884003,50.428822,311.6427,228.874878,49.607143,268.185059,251.522339,44.978752,0.5
801,'2017/06/08 10:54:56:311',10,417.568207,298.194336,48.177551,407.632233,230.324677,48.654675,357.570709,223.920288,48.365063,313.196869,240.455963,47.629494,270.018616,264.224915,43.254757,0.5
802,'2017/06/08 10:54:56:362',10,432.364105,305.776489,46.090641,417.212616,241.326385,48.403748,368.185699,233.728088,48.367046,325.05838,249.983704,47.042618,281.515198,272.928925,42.563728,0.5
803,'2017/06/08 10:54:56:412',10,451.16095,313.602875,44.814339,434.725464,252.786102,47.570362,387.595154,243.365784,47.628864,343.633972,258.820923,46.458534,299.081299,281.495453,41.987389,0.5
804,'2017/06/08 10:54:56:462',10,474.0625,319.433472,43.823063,458.088501,262.206482,47.261688,413.13797,252.287125,47.571274,368.445618,266.315338,46.636887,321.462769,287.521118,42.014942,0.5
805,'2017/06/08 10:54:56:513',10,503.564148,323.206696,43.146641,486.705444,267.913727,46.520645,442.527435,258.555695,47.089245,398.190521,272.462708,46.541405,349.923676,293.499908,42.052147,0.5
806,'2017/06/08 10:54:56:561',10,532.362122,324.330322,43.628441,516.531006,269.452942,46.103962,472.578491,260.208191,47.007587,428.492828,273.801208,47.123264,377.772949,295.445129,43.328671,0.5
807,'2017/06/08 10:54:56:612',10,561.387817,322.200317,44.670712,544.05542,270.719238,47.491779,501.013855,258.264954,48.743855,448.48288,275.615479,49.71553,405.291748,297.714142,45.790245,0.5
808,'2017/06/08 10:54:56:662',10,576.126282,318.501953,44.298439,556.996094,265.895752,46.565533,513.875977,256.227783,48.697735,464.163818,274.847748,49.963013,418.38855,294.059875,46.548573,0.5
809,'2017/06/08 10:54:56:712',10,589.942444,310.301758,44.868366,571.022766,257.035065,46.715931,528.186584,247.709244,48.948898,481.791138,265.1073,50.467316,433.575287,285.173828,47.472946,0.5
810,'2017/06/08 10:54:56:762',10,597.740356,300.34729,45.654327,578.993286,247.084503,47.421432,536.64978,237.794922,49.661709,492.04068,253.709824,51.277412,441.809967,274.028687,48.521152,0.5
811,'2017/06/08 10:54:56:811',10,599.923889,290.89325,46.249908,581.596191,237.639038,47.840057,539.510742,228.183441,50.053047,495.761719,242.776367,51.646362,444.315369,263.697571,49.100918,0.5
812,'2017/06/08 10:54:56:862',10,597.046387,281.034546,47.435722,580.832397,227.524475,48.965427,538.878052,217.599854,51.026894,494.859802,230.42569,52.38282,442.187775,252.016052,49.843731,0.5
813,'2017/06/08 10:54:56:911',10,590.159241,273.761993,48.091232,574.357666,220.049377,49.240986,532.283081,209.609924,51.090477,488.172791,221.838135,52.324852,435.324615,243.778137,49.873924,0.5
814,'2017/06/08 10:54:56:962',10,580.249756,267.313904,48.895451,565.083496,213.287842,49.803955,523.436279,201.991211,51.411087,478.394287,214.223267,52.472546,425.68924,236.364807,49.995682,0.5
815,'2017/06/08 10:54:57:012',10,567.102356,262.155762,49.867908,552.81134,207.597137,50.559509,511.301117,195.634186,51.817089,465.733429,207.510651,52.603519,412.890656,230.248779,50.003273,0.5
816,'2017/06/08 10:54:57:062',10,555.910217,261.046722,50.447227,541.187012,206.17569,50.916683,499.828278,193.732544,51.863422,453.919006,205.57782,52.399113,401.73703,228.899658,49.696499,0.5
817,'2017/06/08 10:54:57:112',10,541.766479,261.496521,50.605125,526.654236,206.139923,51.309528,485.92807,192.736664,52.179474,439.327179,205.47403,52.471306,387.433167,229.242371,49.706268,0.5
818,'2017/06/08 12:07:45:514',11,404.157257,374.5336,41.652332,402.385315,356.447174,48.226746,383.5466,366.472473,50.303226,344.06958,367.46051,47.588043,326.689453,371.742798,43.846611,0
819,'2017/06/08 12:07:45:564',11,404.615448,373.870514,41.536533,403.030212,355.976196,48.158695,384.135529,366.189819,50.220104,344.821106,366.877014,47.49427,327.129578,371.405701,43.753685,0
820,'2017/06/08 12:07:45:614',11,404.907318,373.348938,41.446449,403.709381,355.59906,48.100735,384.903412,365.887024,50.163586,345.623505,366.442841,47.459572,327.566132,371.018158,43.72324,0
821,'2017/06/08 12:07:45:664',11,405.060516,373.186584,41.406105,403.915283,355.499268,48.071823,384.959076,365.794983,50.130905,345.913025,366.276398,47.423901,327.664734,370.856354,43.679138,0
822,'2017/06/08 12:07:45:714',11,405.966309,372.870392,41.451805,405.514313,355.170929,48.124371,386.779144,365.483429,50.208485,348.257874,366.35199,47.566963,328.975281,370.618347,43.835201,0
823,'2017/06/08 12:07:45:764',11,406.852875,372.779602,41.578785,407.129242,354.834839,48.234203,388.759766,364.979553,50.355259,350.983459,366.672333,47.778908,330.713928,370.50946,44.07711,0
824,'2017/06/08 12:07:45:815',11,407.261505,372.239258,41.864029,409.069611,355.005737,48.658318,390.862946,365.108734,50.727245,352.779999,366.379578,48.202385,331.942047,369.381622,44.503845,0
825,'2017/06/08 12:07:45:864',11,407.136139,371.966553,41.95649,409.608063,354.773254,48.767208,391.579315,364.802399,50.8409,353.210754,366.104156,48.355011,332.207886,368.872131,44.667572,0
826,'2017/06/08 12:07:45:914',11,406.980408,372.602753,41.718781,408.515228,354.603027,48.408577,390.621185,364.439087,50.525955,352.435303,366.387207,48.001198,331.838013,369.529419,44.29612,0
827,'2017/06/08 12:07:45:965',11,407.358459,372.950623,41.420647,408.783844,354.920959,48.128853,391.740601,364.950867,50.249374,352.401825,366.84021,47.819683,332.205444,370.221008,44.08989,0
828,'2017/06/08 12:07:46:015',11,407.147491,373.158417,41.085884,407.264435,355.407288,47.834286,390.483154,365.579041,49.921272,349.450165,366.618286,47.528351,330.632874,370.481201,43.720333,0
